label1,label2,constellation,magnitude,season,size,RA,DEC,type,notes,,,
NGC6488,,Draco,10.55,,0.696419414,49.35,62.22291667,Galaxy,
NGC6489,,Draco,11.16,,0.648151217,50.01666667,60.09222222,Galaxy,
NGC6490,,Hercules,10,,1.276126953,54.5,18.37583333,Galaxy,
NGC6491, NGC6493A,Draco,10.24,,1.331953453,50.01666667,61.53177778,Galaxy,
NGC6492,,Pavo,8.85,,2.751145216,2.8,-66.43063889,Galaxy,
NGC6493,,Draco,13.9,,1.478276023,50.38333333,61.55941667,Galaxy,
NGC6494,,Sagittarius,5.5,,16.8,57.08333333,-18.98533333,Open Cluster,
NGC6495,,Hercules,9.48,,1.794017837,54.85,18.32691667,Galaxy,
NGC6496,,Scorpius,9.96,,4.62,59.06666667,-44.26630556,Glob. Cluster,
NGC6497, NGC6498,Draco,10.01,,1.593141551,51.3,59.47088889,Galaxy,
NGC6498, NGC6497,Draco,0,,0,51.3,59.47088889,DELETE,
NGC6499,,Hercules,0,,0,55.33333333,18.35975,**,
NGC6500,,Hercules,9.15,,2.654976459,56,18.33825,Galaxy,
NGC6501,,Hercules,9.11,,2.302889489,56.06666667,18.37308333,Galaxy,
NGC6502,,Pavo,9.2,,1.863571839,4.233333333,-65.40994444,Galaxy,
NGC6503,,Draco,7.3,,6.261309767,49.43333333,70.14436111,Galaxy,
NGC6504,,Hercules,9.22,,1.982851482,56.1,33.20838889,Galaxy,
NGC6505,,Draco,10.29,,1.42411376,51.11666667,65.53077778,Galaxy,
NGC6506,,Sagittarius,0,,0,59.88333333,-24.68533333,Open Cluster,
NGC6507,,Sagittarius,9.6,,4.8,59.85,-17.45027778,Open Cluster,
NGC6508,,Draco,9.69,,1.68884576,49.76666667,72.02111111,Galaxy,
NGC6509,,Oph,9.73,,1.90790461,59.41666667,6.287027778,Galaxy,
NGC6510, NGC6511,Draco,11.18,,0.958801335,54.65,60.81791667,Galaxy,
NGC6511, NGC6510,Draco,0,,0,54.65,60.81791667,DELETE,
NGC6512,,Draco,10.34,,1.044844486,54.83333333,62.64508333,Galaxy,
NGC6513,,Hercules,10.03,,1.326386067,59.58333333,24.88052778,Galaxy,
NGC6514,,Sagittarius,6.3,,39.59797975,2.7,-22.97188889,Nebula,
NGC6515,,Draco,9.85,,1.908009434,57.41666667,50.72811111,Galaxy,
NGC6516,,Draco,11.04,,0.806225775,55.28333333,62.66986111,Galaxy,
NGC6517,,Oph,6,,4.8,1.833333333,-8.9595,Glob. Cluster,
NGC6518,,Hercules,10.26,,1.024499878,59.73333333,28.86666667,Galaxy,
NGC6519,,Sagittarius,0,,0,3.333333333,-29.80425,**,
NGC6520,,Sagittarius,7.6,,5.4,3.4,-27.88611111,Open Cluster,
NGC6521,,Draco,9.58,,1.850027027,55.8,62.61225,Galaxy,
NGC6522,,Sagittarius,9.48,,3.9,3.566666667,-30.03397222,Glob. Cluster,
NGC6523,Lagoon Nebula NGC6533,Sagittarius,5,,54.08326913,3.683333333,-24.38016667,Nebula,Nominal position for NGC 6533 is -30 arcmin in error.
NGC6524,,Hercules,9.7,,1.907092027,59.25,45.88708333,Galaxy,
NGC6525,,Oph,0,,5.4,2.083333333,11.03833333,Open Cluster,
NGC6526,,Sagittarius,0,,56.56854249,4.1,-24.44188889,Nebula,
NGC6527,,Hercules,9.54,,1.862068742,1.766666667,19.72872222,Galaxy,
NGC6528,,Sagittarius,10.65,,3.6,4.833333333,-30.05577778,Glob. Cluster,
NGC6529,,Sagittarius,0,,0,5.483333333,-36.29538889,*Ass,Rich Milky Way star field.
NGC6530,,Sagittarius,4.6,,6,4.516666667,-24.35805556,Nebula+clust.,
NGC6531,,Sagittarius,5.9,,6,4.216666667,-22.49005556,Open Cluster,
NGC6532,,Draco,11.43,,1.814304274,59.23333333,56.23177778,Galaxy,
NGC6533, NGC6523,Sagittarius,0,,0,3.683333333,-24.38016667,DELETE,
NGC6534,,Draco,11.52,,1.051189802,56.15,64.28369444,Galaxy,
NGC6535,,Se2,9.85,,3.6,3.85,-0.296916667,Glob. Cluster,
NGC6536,,Draco,10.64,,1.464923206,57.26666667,64.93808333,Galaxy,
NGC6537,,Sagittarius,9.17,,0.17,5.216666667,-19.84297222,Planetary Neb.,
NGC6538,,Draco,11.54,,1.07424392,54.28333333,73.42394444,Galaxy,
NGC6539,,Se2,0,,6,4.833333333,-7.585861111,Glob. Cluster,
NGC6540,,Sagittarius,0,,4.08,6.133333333,-27.76280556,Glob. Cluster,
NGC6541,,Corona Australis,7.32,,7.5,8.033333333,-43.71588889,Glob. Cluster,
NGC6542,,Draco,11.04,,1.436802004,59.65,61.35938889,Galaxy,
NGC6543,,Draco,8.34,,0.9,58.55,66.63319444,Planetary Neb.,
NGC6544,,Sagittarius,5.37,,6,7.333333333,-24.99836111,Glob. Cluster,
NGC6545,,Pavo,9.89,,1.474109901,12.25,-63.77613889,Galaxy,
NGC6546,,Sagittarius,8,,6.9,7.383333333,-23.29622222,Open Cluster,
NGC6547,,Hercules,9.49,,1.730115603,5.166666667,25.23261111,Galaxy,
NGC6548,,Hercules,8.59,,3.555193384,5.983333333,18.58725,Galaxy,
NGC6549, NGC6550,Hercules,10.07,,1.256343902,5.816666667,18.53802778,Galaxy,
NGC6550, NGC6549,Hercules,0,,0,5.816666667,18.53802778,DELETE,
NGC6551,,Sagittarius,0,,0,9,-29.55766667,Other,Nothing in this position.  Is NGC 6551 = NGC 6522?
NGC6552,,Draco,10.32,,1.287050893,0.116666667,66.61511111,Galaxy,
NGC6553,,Sagittarius,9.08,,5.4,9.283333333,-25.90786111,Glob. Cluster,
NGC6554,,Sagittarius,0,,8.7,9.4,-18.37869444,Open Cluster,
NGC6555,,Hercules,9.84,,2.53647393,7.816666667,17.60488889,Galaxy,
NGC6556,,Sagittarius,0,,0,9.966666667,-27.52480556,*Ass,
NGC6557,,Octans,9.25,,1.658553587,21.41666667,-76.58297222,Galaxy,
NGC6558,,Sagittarius,11.29,,5.4,10.3,-31.76347222,Glob. Cluster,
NGC6559,,Sagittarius,0,,18.02775638,9.95,-24.10638889,Nebula,
NGC6560,,Hercules,10.84,,1.275343091,5.233333333,46.88158333,Galaxy,
NGC6561,,Sagittarius,0,,6,10.51666667,-16.72566667,Open Cluster,
NGC6562,,Draco,10.26,,1.379311422,5.016666667,56.26311111,Galaxy,
NGC6563,,Sagittarius,11,,0.79,12.03333333,-33.86833333,Planetary Neb.,
NGC6564,,Hercules,0,,0,9.033333333,17.39463889,Other,Galactic triple star.
NGC6565,,Sagittarius,11.6,,0.23,11.88333333,-28.17833333,Planetary Neb.,
NGC6566,,Draco,10.92,,0.899388681,7.016666667,52.26011111,Galaxy,
NGC6567,,Sagittarius,10.3,,0.13,13.75,-19.07583333,Planetary Neb.,
NGC6568,,Sagittarius,8.6,,7.8,12.73333333,-21.62802778,Open Cluster,
NGC6569,,Sagittarius,9.47,,4.5,13.65,-31.82766667,Glob. Cluster,
NGC6570,,Oph,9.87,,1.807678069,11.11666667,14.09308333,Galaxy,
NGC6571,,Hercules,10.7,,0.980051019,10.81666667,21.2385,Galaxy,
NGC6572,,Oph,7.99,,0.18,12.1,6.853722222,Planetary Neb.,
NGC6573,,Sagittarius,0,,3.18,14.38333333,-22.17436111,*Ass,NGC identification is very uncertain.
NGC6574, NGC6610,Hercules,8.41,,1.976081982,11.85,14.98177778,Galaxy,
NGC6575,,Hercules,9.56,,1.848350616,10.95,31.11619444,Galaxy,
NGC6576,,Hercules,10.89,,1.000049999,11.8,21.42825,Galaxy,
NGC6577,,Hercules,9.74,,1.623730273,12.01666667,21.46338889,Galaxy,
NGC6578,,Sagittarius,12.9,,0.14,16.28333333,-20.45091667,Planetary Neb.,
NGC6579,,Hercules,14.28,,1.389568278,12.53333333,21.42069444,Galaxy,
NGC6580,,Hercules,9.54,,1.613846337,12.56666667,21.42613889,Galaxy,
NGC6581,,Hercules,10.47,,0.74404301,12.3,25.66236111,Galaxy,
NGC6582,,Hercules,0,,1.4,11.06666667,49.91055556,2x Galaxies,MCG misidentifies 'NGC 6582' as 'MCG+08-33-026'.
NGC6582 NED01,,Hercules,14.41,,1.074802307,11.03333333,49.91188889,Galaxy,
NGC6582 NED02,,Hercules,10.06,,1.761391495,11.08333333,49.90922222,Galaxy,
NGC6583,,Sagittarius,10,,3.6,15.81666667,-22.13763889,Open Cluster,
NGC6584,,Telescopium,8.17,,5.1,18.63333333,-52.21516667,Glob. Cluster,
NGC6585,,Hercules,10.27,,2.059757267,12.36666667,39.633,Galaxy,
NGC6586,,Hercules,10.32,,1.292516924,13.63333333,21.09008333,Galaxy,
NGC6587,,Hercules,9.15,,2.573868684,13.85,18.82519444,Galaxy,
NGC6588,,Pavo,0,,5.4,20.98333333,-63.80997222,Other,3-4 stars including a close double star 30 seconds preceding nominal pos.
NGC6589,,Sagittarius,10.5,,5,16.91666667,-19.77708333,Nebula,The IC identification as IC 4690 is not certain; this is not IC 1283.
NGC6590, NGC6595,Sagittarius,9.8,,5,17.08333333,-19.86605556,Reflection Nebula,
NGC6591,,Hercules,16.39,,0.579396237,14.06666667,21.06388889,Galaxy,
NGC6592,,Draco,10.81,,1.038556691,9.85,61.42197222,Galaxy,
NGC6593,,Hercules,10.1,,1.051189802,14.06666667,22.28391667,Galaxy,
NGC6594,,Draco,11.06,,0.994786409,10.1,61.13347222,Galaxy,
NGC6595, NGC6590,Sagittarius,0,,0,17.08333333,-19.86605556,DELETE,
NGC6596,,Sagittarius,0,,6.6,17.56666667,-16.65044444,Open Cluster,
NGC6597,,Draco,11.2,,1.020832993,11.21666667,61.18066667,Galaxy,
NGC6598,,Draco,9.96,,1.466049112,8.933333333,69.06788889,Galaxy,
NGC6599, NGC6600,Hercules,9.33,,1.677050983,15.71666667,24.91238889,Galaxy,
NGC6600, NGC6599,Hercules,0,,0,15.71666667,24.91238889,DELETE,
NGC6601,,Draco,11.06,,0.92962358,11.73333333,61.45330556,Galaxy,
NGC6602,,Hercules,9.83,,0.958018789,16.56666667,25.04402778,Galaxy,
NGC6603,,Sagittarius,11.1,,4.2,18.45,-18.40605556,Open Cluster,
NGC6604,,Se2,6.5,,9.6,18.05,-12.24311111,Open Cluster,
NGC6605,,Se2,6,,6.3,16.36666667,-15.01519444,Open Cluster,
NGC6606,,Lyra,10.02,,1.154209686,14.7,43.26863889,Galaxy,
NGC6607,,Draco,12.99,,0.73,12.25,61.33291667,Galaxy,
NGC6608,,Draco,12.12,,0.880738327,12.48333333,61.29816667,Galaxy,
NGC6609,,Draco,10.74,,1.098772042,12.56666667,61.33191667,Galaxy,
NGC6610, NGC6574,Hercules,0,,0,11.85,14.98177778,DELETE,
NGC6611,,Se2,6,,122.5765067,18.8,-13.80722222,Nebula,
NGC6612,,Lyra,11.08,,1.214907404,16.18333333,36.07855556,Galaxy,
NGC6613,,Sagittarius,6.9,,6,19.96666667,-17.10197222,Open Cluster,
NGC6614,,Pavo,9.22,,2.06813926,25.11666667,-63.24836111,Galaxy,
NGC6615,,Oph,9.25,,1.622898641,18.55,13.26502778,Galaxy,
NGC6616,,Hercules,9.4,,1.465400969,17.68333333,22.23844444,Galaxy,
NGC6617,,Draco,13.06,,1.039422917,14.05,61.31955556,Galaxy,
NGC6618,,Sagittarius,6,,12.6,20.78333333,-16.17152778,Nebula,
NGC6619,,Hercules,9.1,,1.642102311,18.93333333,23.65561111,Galaxy,
NGC6620,,Sagittarius,12.7,,0.13,22.9,-26.82169444,Planetary Neb.,
NGC6621, NGC6621N,Draco,9.87,,2.319353358,12.91666667,68.36344444,Galaxy,
NGC6622, NGC6621S,Draco,14.08,,1.302996546,13,68.35388889,Galaxy,
NGC6623,,Hercules,0,,1.3,19.71666667,23.70555556,2x Galaxies,
NGC6623 NED01,,Hercules,14.4,,0.212132034,19.71666667,23.70177778,Galaxy,
NGC6623 NED02,,Hercules,9.22,,1.806239187,19.71666667,23.70955556,Galaxy,
NGC6624,,Sagittarius,0,,3.3,23.68333333,-30.36127778,Glob. Cluster,
NGC6625,,Scutum,9,,6,22.78333333,-11.955,Open Cluster,NGC identification is not certain.
NGC6626,,Sagittarius,6.9,,5.1,24.55,-24.86983333,Glob. Cluster,
NGC6627,,Hercules,9.8,,1.437532608,22.65,15.698,Galaxy,
NGC6628,,Hercules,9.31,,1.771581215,22.36666667,23.47855556,Galaxy,
NGC6629,,Sagittarius,9.6,,0.26,25.7,-23.20288889,Planetary Neb.,
NGC6630,,Pavo,11.09,,1.057591604,32.58333333,-63.29325,Galaxy,
NGC6631,,Scutum,11.7,,5.7,27.18333333,-12.03122222,Open Cluster,
NGC6632,,Hercules,8.94,,2.665633133,25.05,27.53530556,Galaxy,
NGC6633,,Oph,4.6,,12,27.25,6.508222222,Open Cluster,
NGC6634, NGC6637,Sagittarius,0,,0,31.38333333,-32.34797222,DELETE,
NGC6635,,Hercules,9.33,,1.536391877,27.61666667,14.81905556,Galaxy,
NGC6636,,Draco,0,,2.2,22.06666667,66.62022222,2x Galaxies,
NGC6636 NED01,,Draco,10.55,,1.964611921,22.05,66.61655556,Galaxy,
NGC6636 NED02,,Draco,15.98,,0.818840644,22.08333333,66.622,Galaxy,
NGC6637, NGC6634,Sagittarius,8.31,,5.7,31.38333333,-32.34797222,Glob. Cluster,
NGC6638,,Sagittarius,9.68,,4.2,30.93333333,-25.49641667,Glob. Cluster,
NGC6639,,Scutum,0,,6,30.98333333,-13.15583333,Open Cluster,
NGC6640,,Lyra,10.33,,0.849293824,28.13333333,34.30266667,Galaxy,
NGC6641,,Hercules,9.97,,1.233288287,28.95,22.903,Galaxy,
NGC6642,,Sagittarius,10.24,,3.9,31.9,-23.47613889,Glob. Cluster,
NGC6643,,Draco,8.29,,3.698553771,19.76666667,74.56836111,Galaxy,
NGC6644,,Sagittarius,10.63,,0.04,32.58333333,-25.12936111,Planetary Neb.,
NGC6645,,Sagittarius,8.5,,5.4,32.63333333,-16.88388889,Open Cluster,
NGC6646,,Lyra,9.2,,1.944890742,29.65,39.86513889,Galaxy,
NGC6647,,Sagittarius,8,,3.6,32.81666667,-17.22866667,Open Cluster,
NGC6648,,Draco,0,,0,25.63333333,64.97616667,Other,Group of Galactic stars.
NGC6649,,Scutum,8.9,,5.58,33.46666667,-10.40280556,Open Cluster,
NGC6650,,Draco,10.24,,0.984123976,25.46666667,68.00583333,Galaxy,
NGC6651,,Draco,10.25,,1.516476179,24.33333333,71.60191667,Galaxy,
NGC6652,,Sagittarius,9.75,,5.1,35.76666667,-32.99030556,Glob. Cluster,
NGC6653,,Pavo,8.96,,2.162799112,44.63333333,-73.26341667,Galaxy,
NGC6654,,Draco,8.59,,3.66619694,24.13333333,73.18322222,Galaxy,
NGC6654A,,Draco,13.49,,2.155388596,39.41666667,73.57975,Galaxy,
NGC6655,,Scutum,0,,0,34.51666667,-5.920861111,**,NGC identification is not certain.
NGC6656,,Sagittarius,6.17,,12.6,36.4,-23.90341667,Glob. Cluster,
NGC6657,,Lyra,10.13,,0.886848352,33.01666667,34.06047222,Galaxy,
NGC6658,,Hercules,9.51,,1.520690633,33.93333333,22.88827778,Galaxy,
NGC6659,,Hercules,0,,5.4,34,23.59488889,Open Cluster,
NGC6660, NGC6661,Hercules,8.52,,2.253752427,34.61666667,22.90966667,Galaxy,
NGC6661, NGC6660,Hercules,0,,0,34.61666667,22.90966667,DELETE,
NGC6662,,Lyra,10.03,,1.727020556,34.18333333,32.06458333,Galaxy,
NGC6663,,Lyra,11.22,,1.134548368,33.56666667,40.04894444,Galaxy,
NGC6664,,Scutum,7.8,,6,36.55,-8.22075,Open Cluster,
NGC6665,,Lyra,10.38,,1.059905656,34.5,30.72055556,Galaxy,
NGC6666,,Lyra,0,,0,34.75,33.58763889,Other,Nothing at this position.
NGC6667, NGC6668,Draco,9.3,,2.153346233,30.66666667,67.98702778,Galaxy,
NGC6668, NGC6667,Draco,0,,0,30.66666667,67.98702778,DELETE,
NGC6669,,Hercules,0,,0,37.25,22.19572222,Other,Six Galactic stars.
NGC6670,,Draco,0,,1.2,33.58333333,59.88880556,3x Galaxies,
NGC6670A, NGC6670N,Draco,11.33,,0.751531769,33.63333333,59.88966667,Galaxy,
NGC6670B, NGC6670W,Draco,10.63,,0.819084855,33.56666667,59.88822222,Galaxy,
NGC6670 NED03, NGC6670E,Draco,0,,0.319061123,33.65,59.88813889,Galaxy,
NGC6671,,Lyra,9.22,,1.965756852,37.43333333,26.41719444,Galaxy,
NGC6672,,Lyra,0,,0,36.23333333,42.94763889,**,
NGC6673,,Pavo,8.22,,2.972137278,45.1,-62.29722222,Galaxy,
NGC6674,,Hercules,9.03,,4.499077683,38.56666667,25.37513889,Galaxy,
NGC6675,,Lyra,9.51,,1.612358521,37.43333333,40.05772222,Galaxy,
NGC6676,,Draco,10.75,,1.544959546,33.16666667,66.95905556,Galaxy,
NGC6677,,Draco,13.86,,0.91,33.6,67.11075,Galaxy,
NGC6678, NGC6667,Draco,0,,0,30.66666667,67.98702778,DELETE,
NGC6679,,Draco,10.88,,0.694622199,33.5,67.13730556,Galaxy,
NGC6680,,Hercules,11.13,,0.751664819,39.73333333,22.31641667,Galaxy,
NGC6681,,Sagittarius,9.06,,6.6,43.21666667,-32.29188889,Glob. Cluster,
NGC6682,,Scutum,0,,4.5,39.61666667,-4.813694444,Open Cluster,
NGC6683,,Scutum,9.4,,3,42.23333333,-6.21225,Open Cluster,
NGC6684,,Pavo,7.05,,5.130077972,48.96666667,-65.17344444,Galaxy,
NGC6684A,,Pavo,13.22,,2.366030431,52.38333333,-64.83147222,Galaxy,
NGC6685,,Lyra,10.27,,1.180042372,39.98333333,39.98177778,Galaxy,
NGC6686,,Lyra,10.65,,0.842911621,40.11666667,40.13763889,Galaxy,
NGC6687,,Draco,10.92,,1.564001279,37.36666667,59.64297222,Galaxy,
NGC6688,,Lyra,9.05,,2.284228535,40.66666667,36.28963889,Galaxy,
NGC6689, NGC6690,Draco,10.07,,3.413531895,34.83333333,70.52391667,Galaxy,
NGC6690, NGC6689,Draco,0,,0,34.83333333,70.52391667,DELETE,
NGC6691,,Draco,10.07,,2.009427779,39.2,55.64180556,Galaxy,
NGC6692, NGC6693,Lyra,9.82,,1.185326959,41.7,34.84361111,2x Galaxies,
NGC6693, NGC6692,Lyra,0,,0,41.7,34.84361111,DELETE,Nothing at this position.
NGC6694,,Scutum,8,,6,45.31666667,-9.383611111,Open Cluster,
NGC6695,,Lyra,10.37,,1.383112432,42.71666667,40.36688889,Galaxy,
NGC6696,,Draco,11.44,,0.938616002,40.08333333,59.33397222,Galaxy,
NGC6697,,Hercules,9.44,,1.522694979,45.25,25.51258333,Galaxy,
NGC6698,,Sagittarius,0,,4.98,48.08333333,-25.47716667,Open Cluster,NGC ident. uncertain; nominal position for NGC 6698 is 25 arcmin south.
NGC6699,,Pavo,8.89,,2.439610625,52.03333333,-57.32075,Galaxy,
NGC6700,,Lyra,9.8,,1.824965753,46.06666667,32.27961111,Galaxy,
NGC6701,,Draco,9.3,,1.966214637,43.2,60.65333333,Galaxy,
NGC6702,,Lyra,9.18,,2.169331694,46.96666667,45.70566667,Galaxy,
NGC6703,,Lyra,8.25,,3.401367372,47.31666667,45.55063889,Galaxy,
NGC6704,,Scutum,9.2,,3.3,50.76666667,-5.205416667,Open Cluster,
NGC6705,Amas de l'Ecu de Sobieski,Scutum,5.8,,9,51.1,-6.270027778,Open Cluster,
NGC6706,,Pavo,9.67,,1.86625293,56.85,-63.16622222,Galaxy,
NGC6707,,Telescopium,9.65,,2.822569751,55.36666667,-53.81844444,Galaxy,
NGC6708,,Telescopium,10.04,,1.44402216,55.6,-53.72344444,Galaxy,
NGC6709,,Aquila,6.7,,8.7,51.31666667,10.31875,Open Cluster,
NGC6710,,Lyra,9.35,,1.920234361,50.56666667,26.83838889,Galaxy,
NGC6711,,Draco,10.02,,1.394453298,49.01666667,47.65811111,Galaxy,
NGC6712,,Scutum,8.69,,5.7,53.08333333,-8.705472222,Glob. Cluster,
NGC6713,,Lyra,11.55,,0.651152824,50.75,33.95977778,Galaxy,
NGC6714,,Draco,0,,0,46.83333333,66.745,*Ass,Nothing at this position.
NGC6715,,Sagittarius,7.7,,5.1,55.05,-30.4785,Glob. Cluster,Likely associated with the Sagittarius Dwarf Spheroidal.
NGC6716,,Sagittarius,7.5,,7.2,54.56666667,-19.90108333,Open Cluster,
NGC6717,,Sagittarius,10.35,,3.9,55.1,-22.70161111,Glob. Cluster,
NGC6718,,Pavo,9.86,,1.654690303,1.483333333,-66.11019444,Galaxy,
NGC6719,,Pavo,10.55,,1.860430058,3.116666667,-68.58836111,Galaxy,
NGC6720,,Lyra,8.8,,1.27,53.58333333,33.02858333,Planetary Neb.,
NGC6721,,Pavo,8.89,,2.47111311,0.85,-57.75944444,Galaxy,
NGC6722,,Pavo,8.91,,2.974054472,3.666666667,-64.89447222,Galaxy,
NGC6723,,Sagittarius,0,,9.3,59.55,-36.63147222,Glob. Cluster,
NGC6724,,Aquila,0,,3.18,56.78333333,10.42855556,Open Cluster,NGC identification is not certain.
NGC6725,,Telescopium,9.03,,2.700536984,1.95,-53.86308333,Galaxy,
NGC6726,,Corona Australis,0,,11.40175425,1.65,-36.89130556,Reflection Nebula,
NGC6727,,Corona Australis,0,,113.137085,1.7,-36.87625,Reflection Nebula,
NGC6728,,Scutum,0,,4.5,58.75,-8.966,Open Cluster,NGC identification is not certain.
NGC6729,,Corona Australis,0,,32.01562119,1.916666667,-36.95763889,Nebula,
NGC6730,,Pavo,8.99,,2.861625412,7.566666667,-68.91280556,Galaxy,
NGC6731,,Lyra,0,,0,57.21666667,43.07677778,**,
NGC6732,,Draco,9.94,,1.160172401,56.4,52.37761111,Galaxy,
NGC6733,,Pavo,9.27,,2.402852472,6.183333333,-62.19691667,Galaxy,
NGC6734,,Pavo,9.63,,1.647543626,7.233333333,-65.46186111,Galaxy,
NGC6735,,Aquila,0,,5.1,0.616666667,-0.475388889,Open Cluster,
NGC6736,,Pavo,10.45,,1.416509795,7.483333333,-65.42861111,Galaxy,
NGC6737,,Sagittarius,0,,6.6,2.283333333,-18.54697222,Open Cluster,
NGC6738,,Aquila,8.3,,5.4,1.366666667,11.61561111,*Ass,Not a physical cluster.  See Boeche et al (2003A&A...406..893B).
NGC6739,,Pavo,8.87,,2.795460606,7.816666667,-61.36811111,Galaxy,
NGC6740,,Lyra,10.23,,1.328796448,0.85,28.77122222,Galaxy,
NGC6741,,Aquila,10.8,,0.13,2.616666667,-0.449388889,Planetary Neb.,
NGC6742,,Draco,13.4,,0.55,59.33333333,48.46527778,Planetary Neb.,
NGC6743,,Lyra,8.2,,6.9,1.35,29.27747222,Open Cluster,
NGC6744,,Pavo,5.94,,18.45566038,9.766666667,-63.85752778,Galaxy,
NGC6744A,,Pavo,15.15,,1.746310396,8.733333333,-63.7305,Galaxy,
NGC6745,,Lyra,0,,2.3,1.7,40.75305556,3x Galaxies,
NGC6745 NED01,,Lyra,10.29,,1.055509356,1.683333333,40.74786111,Galaxy,
NGC6745 NED02,,Lyra,13.96,,0.724223722,1.7,40.75997222,Galaxy,
NGC6745 NED03,,Lyra,0,,0.375898923,1.7,40.75136111,Galaxy,
NGC6746,,Pavo,13.69,,1.903076457,10.36666667,-61.97016667,Galaxy,
NGC6747,,Draco,10.66,,0.820060973,55.36666667,72.77152778,Galaxy,
NGC6748, NGC6751,Aquila,0,,0,5.933333333,-5.992305556,DELETE,Nothing at this position.
NGC6749,,Aquila,12.4,,5.1,5.266666667,1.900611111,Glob. Cluster,
NGC6750,,Draco,10.22,,1.281600562,0.6,59.16675,Galaxy,
NGC6751, NGC6748,Aquila,10.83,,0.34,5.933333333,-5.992305556,Planetary Neb.,
NGC6752, NGC6777,Pavo,6.28,,13.2,10.86666667,-59.98186111,Glob. Cluster,
NGC6753,,Pavo,7.52,,3.947264876,11.4,-57.04955556,Galaxy,
NGC6754,,Telescopium,8.86,,2.290589444,11.43333333,-50.64180556,Galaxy,
NGC6755,,Aquila,7.5,,6,7.816666667,4.266416667,Open Cluster,
NGC6756,,Aquila,10.6,,3.6,8.716666667,4.705777778,Open Cluster,
NGC6757,,Draco,13.91,,2.060728027,5.05,55.71516667,Galaxy,
NGC6758,,Telescopium,8.35,,3.484551621,13.86666667,-56.30994444,Galaxy,
NGC6759,,Draco,10.25,,1.17889779,6.95,50.34422222,Galaxy,
NGC6760,,Aquila,9.78,,5.4,11.2,1.030472222,Glob. Cluster,
NGC6761,,Telescopium,9.79,,2.161781673,15.08333333,-50.65683333,Galaxy,
NGC6762, NGC6763,Draco,10.21,,1.58685223,5.616666667,63.93402778,Galaxy,
NGC6763, NGC6762,Draco,0,,0,5.616666667,63.93402778,DELETE,
NGC6764,,Cygnus,9.35,,2.772814455,8.266666667,50.93322222,Galaxy,
NGC6765,,Lyra,12.9,,0.67,11.1,30.54555556,Planetary Neb.,
NGC6766, NGC6884,Cygnus,0,,0,10.4,46.46083333,DELETE,Nothing at this position.
NGC6767,,Lyra,0,,0,11.56666667,37.72544444,**,
NGC6768,,Corona Australis,8.82,,1.608601877,16.55,-40.20916667,Galaxy,
NGC6769,,Pavo,8.49,,3.602179896,18.38333333,-60.50108333,Galaxy,
NGC6770,,Pavo,8.87,,2.944571276,18.61666667,-60.49647222,Galaxy,
NGC6771,,Pavo,9,,2.440491754,18.66666667,-60.546,Galaxy,
NGC6772,,Aquila,12.7,,1.07,14.6,-2.706805556,Planetary Neb.,
NGC6773,,Aquila,0,,0,15.13333333,4.856555556,Open Cluster,
NGC6774,,Sagittarius,0,,30,16.26666667,-16.26069444,Open Cluster,
NGC6775,,Aquila,0,,4.8,16.71666667,-0.933361111,Open Cluster,
NGC6776,,Pavo,9.04,,2.573790978,25.31666667,-63.86016667,Galaxy,
NGC6776A,,Pavo,11.04,,1.484318025,25.08333333,-63.68344444,Galaxy,
NGC6777, NGC6752,Pavo,0,,0,10.86666667,-59.98186111,DELETE,
NGC6778, NGC6785,Aquila,12.3,,0.26,18.41666667,-1.596361111,Planetary Neb.,
NGC6779,,Lyra,8.4,,5.8,16.6,30.1845,Glob. Cluster,
NGC6780,,Telescopium,10.55,,2.538227728,22.85,-55.77583333,Galaxy,
NGC6781,,Aquila,11.4,,1.8,18.46666667,6.539722222,Planetary Neb.,
NGC6782,,Pavo,8.87,,2.867507629,23.96666667,-59.92247222,Galaxy,
NGC6783,,Cygnus,10.77,,0.905538514,16.8,46.01722222,Galaxy,
NGC6784,,Pavo,14.85,,1.181185845,26.6,-65.61769444,Galaxy,
NGC6784A,,Pavo,15.03,,1.092748827,26.51666667,-65.62611111,Galaxy,
NGC6785, NGC6778,Aquila,0,,0,18.41666667,-1.596361111,DELETE,
NGC6786,,Draco,10.27,,0.94154129,10.9,73.41016667,Galaxy,
NGC6787,,Draco,10.61,,1.089770618,16.18333333,60.41752778,Galaxy,
NGC6788,,Telescopium,8.52,,3.367862824,26.83333333,-54.95130556,Galaxy,
NGC6789,,Draco,12.24,,1.283160161,16.7,63.97147222,Galaxy,
NGC6790,,Aquila,9.47,,0.12,22.95,1.513333333,Planetary Neb.,
NGC6791,,Lyra,9.5,,6.3,20.88333333,37.77188889,Open Cluster,
NGC6792,,Lyra,9.1,,2.357647132,20.95,43.1325,Galaxy,
NGC6793,,Vulpecula,0,,8.1,23.23333333,22.14102778,Open Cluster,
NGC6794,,Sagittarius,9.62,,1.966646893,28.06666667,-38.91875,Galaxy,
NGC6795,,Aquila,0,,0,26.36666667,3.514361111,Open Cluster,
NGC6796,,Draco,9.19,,1.775640729,21.51666667,61.14488889,Galaxy,
NGC6797,,Sagittarius,0,,0,29.01666667,-25.66655556,Other,Galactic triple star
NGC6798,,Cygnus,9.4,,1.951512234,24.05,53.62477778,Galaxy,
